,EUR,AUD,CAD,GBP,JPY,SEK,NOK,NZD,CHF,MXN,CLP,BRL,COP,PEN,KRW,IDR,INR,THB,PHP,SGD,PLN,HUF,CZK,ZAR,TRY
2013-06-04,,1.03648,1.0339,0.653,100.03,,,1.24751,0.947,,,,,,,,,,,1.2522,,,,,
2013-06-05,,1.0491,1.0341,0.64918,99.14,,,1.25439,0.9418,,,,,,,,,,,1.2497,,,,,
2013-06-06,,1.04614,1.0273,0.6416,97.43,,,1.25298,0.9304,,,,,,,,,,,1.2444,,,,,
2013-06-07,,1.05153,1.0185,0.643,97.55,,,1.27097,0.9355,,,,,,,,,,,1.248,,,,,
2013-06-10,,1.05697,1.019,0.64226,98.72,,,1.26598,0.9333,,,,,,,,,,,1.2571,,,,,
2013-06-11,,1.05977,1.0187,0.63922,96.04,,,1.27,0.9245,,,,,,,,,,,1.2545,,,,,
2013-06-12,,1.05552,1.0207,0.63796,95.86,,,1.2577,0.9206,,,,,,,,,,,1.2556,,,,,
2013-06-13,,1.03605,1.0156,0.63621,95.61,,,1.23503,0.922,,,,,,,,,,,1.2499,,,,,
2013-06-14,,1.04526,1.0169,0.63694,94.06,,,1.24378,0.9211,,,,,,,,,,,1.2515,,,,,
2013-06-17,,1.04734,1.0186,0.63625,94.67,,,1.24984,0.9226,,,,,,,,,,,1.2547,,,,,
2013-06-18,,1.05441,1.0213,0.63947,95.38,,,1.25156,0.9199,,,,,,,,,,,1.2615,,,,,
2013-06-19,,1.07759,1.027,0.64566,96.3,,,1.26839,0.9279,,,,,,,,,,,1.268,,,,,
2013-06-20,,1.08648,1.038,0.64504,97.32,,,1.28816,0.927,,,,,,,,,,,1.2731,,,,,
2013-06-21,,1.0853,1.0455,0.6483,97.8,,,1.29099,0.9345,,,,,,,,,,,1.2762,,,,,
2013-06-24,,1.08096,1.0501,0.64792,97.71,,,1.29016,0.9329,,,,,,,,,,,1.2749,,,,,
2013-06-25,,1.08015,1.0513,0.64838,97.94,,,1.29149,0.9379,,,,,,,,,,,1.2691,,,,,
2013-06-26,,1.07782,1.0475,0.65304,97.76,,,1.28518,0.9428,,,,,,,,,,,1.2739,,,,,
2013-06-27,,1.07735,1.0474,0.65544,98.43,,,1.28271,0.945,,,,,,,,,,,1.2663,,,,,
2013-06-28,,1.09385,1.0508,0.65703,99.12,,,1.29266,0.9439,,,,,,,,,,,1.2662,,,,,
2013-07-01,,1.08307,1.0495,0.6572,99.62,,,1.2791,0.945,,,,,,,,,,,1.264,,,,,
2013-07-02,,1.09349,1.0546,0.65994,100.62,,,1.28883,0.9503,,,,,,,,,,,1.2711,,,,,
2013-07-03,,1.10096,1.0501,0.65454,99.96,,,1.28783,0.9466,,,,,,,,,,,1.2731,,,,,
2013-07-04,,1.09397,1.0517,0.66353,100.11,,,1.27763,0.9561,,,,,,,,,,,1.2727,,,,,
2013-07-05,,1.10302,1.0572,0.67146,101.17,,,1.29651,0.964,,,,,,,,,,,1.2811,,,,,
2013-07-08,,1.10229,1.0563,0.67137,101.34,,,1.29299,0.964,,,,,,,,,,,1.2819,,,,,
2013-07-09,,1.09028,1.0525,0.67277,101.07,,,1.27421,0.9725,,,,,,,,,,,1.2781,,,,,
2013-07-10,,1.08448,1.0427,0.66392,99.52,,,1.2663,0.9534,,,,,,,,,,,1.2694,,,,,
2013-07-11,,1.0898,1.0368,0.65859,98.99,,,1.27486,0.9466,,,,,,,,,,,1.2581,,,,,
2013-07-12,,1.1062,1.0399,0.66234,99.21,,,1.28436,0.9458,,,,,,,,,,,1.2611,,,,,
2013-07-15,,1.09842,1.0427,0.66225,99.93,,,1.28025,0.9481,,,,,,,,,,,1.2621,,,,,
2013-07-16,,1.08225,1.0375,0.66024,99.15,,,1.26823,0.9399,,,,,,,,,,,1.2582,,,,,
2013-07-17,,1.0826,1.0404,0.65729,99.57,,,1.26438,0.9409,,,,,,,,,,,1.2604,,,,,
2013-07-18,,1.09039,1.0374,0.65668,100.5,,,1.26566,0.9442,,,,,,,,,,,1.2663,,,,,
2013-07-19,,1.09087,1.0367,0.65539,100.35,,,1.26534,0.9408,,,,,,,,,,,1.2652,,,,,
2013-07-22,,1.08167,1.0337,0.65121,99.61,,,1.25486,0.936,,,,,,,,,,,1.2605,,,,,
2013-07-23,,1.07654,1.0291,0.65053,99.47,,,1.25094,0.9348,,,,,,,,,,,1.2638,,,,,
2013-07-24,,1.09111,1.0314,0.65295,100.25,,,1.25392,0.9371,,,,,,,,,,,1.2674,,,,,
2013-07-25,,1.08284,1.0283,0.65011,99.25,,,1.24039,0.9298,,,,,,,,,,,1.2641,,,,,
2013-07-26,,1.07875,1.0275,0.65003,98.2,,,1.23716,0.9284,,,,,,,,,,,1.2642,,,,,
2013-07-29,,1.08672,1.0263,0.65193,97.92,,,1.24487,0.9311,,,,,,,,,,,1.2661,,,,,
2013-07-30,,1.1029,1.0306,0.65625,98.04,,,1.25188,0.9296,,,,,,,,,,,1.2709,,,,,
2013-07-31,,1.11644,1.0278,0.65807,97.79,,,1.25408,0.9265,,,,,,,,,,,1.2706,,,,,
2013-08-01,,1.11932,1.0349,0.66151,99.5,,,1.26662,0.9364,,,,,,,,,,,1.2757,,,,,
2013-08-02,,1.12296,1.0385,0.65419,98.9,,,1.27584,0.9285,,,,,,,,,,,1.2715,,,,,
2013-08-05,,1.11957,1.0358,0.6513,98.25,,,1.27405,0.9276,,,,,,,,,,,1.2683,,,,,
2013-08-06,,1.11371,1.0374,0.65155,97.76,,,1.26566,0.9257,,,,,,,,,,,1.2663,,,,,
2013-08-07,,1.11198,1.0422,0.64566,96.33,,,1.25691,0.9214,,,,,,,,,,,1.2665,,,,,
2013-08-08,,1.09866,1.0324,0.64367,96.61,,,1.25016,0.9198,,,,,,,,,,,1.2597,,,,,
2013-08-09,,1.08719,1.0286,0.64558,96.18,,,1.24425,0.9228,,,,,,,,,,,1.2567,,,,,
2013-08-12,,1.09433,1.0306,0.64679,97.08,,,1.25094,0.9259,,,,,,,,,,,1.2629,,,,,
2013-08-13,,1.09902,1.0343,0.64738,98.23,,,1.25549,0.933,,,,,,,,,,,1.2672,,,,,
2013-08-14,,1.09601,1.0338,0.64512,98.01,,,1.24579,0.9349,,,,,,,,,,,1.2695,,,,,
2013-08-15,,1.09421,1.0301,0.63926,97.25,,,1.23916,0.9257,,,,,,,,,,,1.2679,,,,,
2013-08-16,,1.09039,1.0345,0.63967,97.53,,,1.23426,0.9264,,,,,,,,,,,1.2698,,,,,
2013-08-19,,1.09685,1.0343,0.63914,97.62,,,1.23977,0.9241,,,,,,,,,,,1.2771,,,,,
2013-08-20,,1.10314,1.0393,0.63849,97.3,,,1.25691,0.9171,,,,,,,,,,,1.2732,,,,,
2013-08-21,,1.11445,1.0476,0.63877,97.69,,,1.27372,0.9219,,,,,,,,,,,1.284,,,,,
2013-08-22,,1.10951,1.0519,0.64164,98.76,,,1.27649,0.9232,,,,,,,,,,,1.2815,,,,,
2013-08-23,,1.10828,1.0495,0.6423,98.71,,,1.28172,0.9216,,,,,,,,,,,1.2781,,,,,
2013-08-26,,1.10779,1.0498,0.64197,98.44,,,1.27372,0.9226,,,,,,,,,,,1.2809,,,,,
2013-08-27,,1.11408,1.0477,0.64338,97.01,,,1.28436,0.9174,,,,,,,,,,,1.2824,,,,,
2013-08-28,,1.11882,1.0486,0.64412,97.71,,,1.28238,0.9219,,,,,,,,,,,1.2749,,,,,
2013-08-29,,1.12108,1.0537,0.64516,98.33,,,1.28932,0.9312,,,,,,,,,,,1.2748,,,,,
2013-08-30,,1.12372,1.0537,0.64508,98.17,,,1.29534,0.9282,,,,,,,,,,,1.274,,,,,
2013-09-02,,1.11222,1.0547,0.64325,99.36,,,1.27747,0.9342,,,,,,,,,,,1.2729,,,,,
2013-09-03,,1.10424,1.0535,0.6428,99.55,,,1.28255,0.9367,,,,,,,,,,,1.2784,,,,,
2013-09-04,,1.09158,1.0494,0.64016,99.75,,,1.26711,0.9357,,,,,,,,,,,1.2741,,,,,
2013-09-05,,1.09553,1.0504,0.64152,100.16,,,1.26839,0.9449,,,,,,,,,,,1.2807,,,,,
2013-09-06,,1.08933,1.0415,0.63963,99.08,,,1.25016,0.9378,,,,,,,,,,,1.273,,,,,
2013-09-09,,1.08366,1.037,0.63723,99.61,,,1.24766,0.9323,,,,,,,,,,,1.2688,,,,,
2013-09-10,,1.07435,1.0349,0.63569,100.38,,,1.24023,0.9348,,,,,,,,,,,1.2682,,,,,
2013-09-11,,1.0717,1.0313,0.63199,99.97,,,1.22971,0.9303,,,,,,,,,,,1.2656,,,,,
2013-09-12,,1.07968,1.0326,0.63267,99.49,,,1.22941,0.9303,,,,,,,,,,,1.2671,,,,,
2013-09-13,,1.0819,1.035,0.63012,99.36,,,1.23001,0.9297,,,,,,,,,,,1.2685,,,,,
2013-09-16,,1.07319,1.0321,0.62909,99.08,,,1.22384,0.9272,,,,,,,,,,,1.2625,,,,,
2013-09-17,,1.06895,1.0294,0.62873,99.12,,,1.21462,0.9258,,,,,,,,,,,1.2594,,,,,
2013-09-18,,1.05319,1.0226,0.61977,98.13,,,1.1989,0.9132,,,,,,,,,,,1.2475,,,,,
2013-09-19,,1.05932,1.0264,0.62391,99.4,,,1.19346,0.9106,,,,,,,,,,,1.2461,,,,,
2013-09-20,,1.06474,1.0305,0.62481,99.3,,,1.19589,0.9102,,,,,,,,,,,1.251,,,,,
2013-09-23,,1.06112,1.0281,0.6234,98.77,,,1.19489,0.9108,,,,,,,,,,,1.2501,,,,,
2013-09-24,,1.06553,1.0301,0.625,98.72,,,1.20846,0.9127,,,,,,,,,,,1.2542,,,,,
2013-09-25,,1.06838,1.0315,0.62201,98.42,,,1.21359,0.9095,,,,,,,,,,,1.2544,,,,,
2013-09-26,,1.06826,1.031,0.62352,98.97,,,1.20671,0.9102,,,,,,,,,,,1.2545,,,,,
2013-09-27,,1.07331,1.0301,0.6192,98.24,,,1.20773,0.9052,,,,,,,,,,,1.2555,,,,,
2013-09-30,,1.07308,1.0313,0.61789,98.23,,,1.20496,0.9049,,,,,,,,,,,1.2555,,,,,
2013-10-01,,1.06462,1.0332,0.61763,98.03,,,1.20919,0.9058,,,,,,,,,,,1.2506,,,,,
2013-10-02,,1.06564,1.0332,0.61626,97.38,,,1.20265,0.9026,,,,,,,,,,,1.2485,,,,,
2013-10-03,,1.06485,1.0328,0.61889,97.21,,,1.20569,0.8991,,,,,,,,,,,1.2481,,,,,
2013-10-04,,1.06078,1.03,0.62453,97.43,,,1.20265,0.9071,,,,,,,,,,,1.2455,,,,,
2013-10-07,,1.06101,1.0313,0.62154,96.69,,,1.20496,0.9033,,,,,,,,,,,1.2474,,,,,
2013-10-08,,1.06168,1.0368,0.62181,96.88,,,1.20729,0.9039,,,,,,,,,,,1.2496,,,,,
2013-10-09,,1.05876,1.0391,0.62688,97.37,,,1.20511,0.91,,,,,,,,,,,1.2496,,,,,
2013-10-10,,1.05686,1.0397,0.62613,98.28,,,1.20715,0.911,,,,,,,,,,,1.2482,,,,,
2013-10-11,,1.05708,1.035,0.62688,98.58,,,1.20192,0.9119,,,,,,,,,,,1.2455,,,,,
2013-10-14,,1.05363,1.0354,0.62578,98.65,,,1.19689,0.9104,,,,,,,,,,,1.2434,,,,,
2013-10-15,,1.04932,1.0374,0.62516,98.2,,,1.19118,0.9123,,,,,,,,,,,1.2429,,,,,
2013-10-16,,1.04635,1.0325,0.62676,98.76,,,1.18737,0.9132,,,,,,,,,,,1.2432,,,,,
2013-10-17,,1.03885,1.0294,0.61885,97.88,,,1.17952,0.9024,,,,,,,,,,,1.2396,,,,,
2013-10-18,,1.0337,1.0283,0.61828,97.72,,,1.17938,0.9015,,,,,,,,,,,1.2373,,,,,
2013-10-21,,1.03616,1.0305,0.61943,98.17,,,1.18413,0.9021,,,,,,,,,,,1.2417,,,,,
2013-10-22,,1.03029,1.0288,0.61614,98.1,,,1.17509,0.8948,,,,,,,,,,,1.2353,,,,,
2013-10-23,,1.04026,1.0382,0.61866,97.32,,,1.19062,0.8922,,,,,,,,,,,1.2383,,,,,
2013-10-24,,1.04004,1.0419,0.61725,97.32,,,1.1989,0.8923,,,,,,,,,,,1.2371,,,,,
2013-10-25,,1.04351,1.045,0.61858,97.4,,,1.20992,0.892,,,,,,,,,,,1.2365,,,,,
2013-10-28,,1.04482,1.0444,0.61969,97.7,,,1.2054,0.8956,,,,,,,,,,,1.2371,,,,,
2013-10-29,,1.05507,1.0466,0.62321,98.21,,,1.21109,0.8987,,,,,,,,,,,1.2406,,,,,
2013-10-30,,1.05474,1.0475,0.62352,98.41,,,1.21007,0.899,,,,,,,,,,,1.2388,,,,,
2013-10-31,,1.05719,1.0434,0.62348,98.36,,,1.21168,0.9067,,,,,,,,,,,1.2407,,,,,
2013-11-01,,1.05988,1.0418,0.62846,98.69,,,1.20978,0.9118,,,,,,,,,,,1.2424,,,,,
2013-11-04,,1.05153,1.0423,0.62629,98.6,,,1.20715,0.9097,,,,,,,,,,,1.2421,,,,,
2013-11-05,,1.05186,1.0453,0.62333,98.5,,,1.19589,0.9134,,,,,,,,,,,1.2418,,,,,
2013-11-06,,1.04987,1.0417,0.62193,98.65,,,1.19375,0.9119,,,,,,,,,,,1.2424,,,,,
2013-11-07,,1.05764,1.0457,0.62143,98.07,,,1.20178,0.9157,,,,,,,,,,,1.2452,,,,,
2013-11-08,,1.06553,1.0477,0.62442,99.05,,,1.21345,0.9209,,,,,,,,,,,1.2463,,,,,
2013-11-11,,1.0686,1.0473,0.62551,99.14,,,1.21197,0.9193,,,,,,,,,,,1.2488,,,,,
2013-11-12,,1.07515,1.0494,0.62881,99.63,,,1.21669,0.9174,,,,,,,,,,,1.2491,,,,,
2013-11-13,,1.0686,1.0455,0.62286,99.22,,,1.20686,0.9134,,,,,,,,,,,1.2458,,,,,
2013-11-14,,1.07365,1.0463,0.62251,100.0,,,1.2089,0.9164,,,,,,,,,,,1.2471,,,,,
2013-11-15,,1.06781,1.0436,0.62046,100.17,,,1.19933,0.9149,,,,,,,,,,,1.246,,,,,
2013-11-18,,1.06655,1.0427,0.62081,99.98,,,1.20005,0.9128,,,,,,,,,,,1.2461,,,,,
2013-11-19,,1.06056,1.0469,0.62039,100.12,,,1.19489,0.9109,,,,,,,,,,,1.243,,,,,
2013-11-20,,1.07147,1.0445,0.62092,100.02,,,1.20948,0.916,,,,,,,,,,,1.2461,,,,,
2013-11-21,,1.08307,1.0517,0.61736,101.15,,,1.21892,0.9128,,,,,,,,,,,1.2497,,,,,
2013-11-22,,1.09075,1.0512,0.61645,101.27,,,1.22085,0.9065,,,,,,,,,,,1.2495,,,,,
2013-11-25,,1.09194,1.0542,0.61908,101.67,,,1.21892,0.9117,,,,,,,,,,,1.25,,,,,
2013-11-26,,1.09589,1.054,0.61675,101.27,,,1.2207,0.9064,,,,,,,,,,,1.2512,,,,,
2013-11-27,,1.10181,1.0593,0.61399,102.15,,,1.2276,0.9075,,,,,,,,,,,1.2546,,,,,
2013-11-28,,1.09866,1.058,0.61192,102.3,,,1.23198,0.9055,,,,,,,,,,,1.2551,,,,,
2013-11-29,,1.09806,1.061,0.61106,102.39,,,1.23213,0.906,,,,,,,,,,,1.2543,,,,,
2013-12-02,,1.09842,1.064,0.61143,102.93,,,1.2219,0.9085,,,,,,,,,,,1.2558,,,,,
2013-12-03,,1.09481,1.0648,0.61016,102.5,,,1.21345,0.9042,,,,,,,,,,,1.2523,,,,,
2013-12-04,,1.10766,1.0682,0.61043,102.34,,,1.22026,0.9022,,,,,,,,,,,1.2542,,,,,
2013-12-05,,1.10363,1.0651,0.61226,101.77,,,1.21684,0.8966,,,,,,,,,,,1.2531,,,,,
2013-12-06,,1.09866,1.0634,0.61177,102.9,,,1.20802,0.8919,,,,,,,,,,,1.2487,,,,,
2013-12-09,,1.09806,1.0625,0.60875,103.26,,,1.20773,0.8904,,,,,,,,,,,1.2491,,,,,
2013-12-10,,1.09337,1.0602,0.60816,102.85,,,1.20351,0.8874,,,,,,,,,,,1.2483,,,,,
2013-12-11,,1.10522,1.0588,0.61072,102.42,,,1.21124,0.8863,,,,,,,,,,,1.2513,,,,,
2013-12-12,,1.11907,1.0637,0.61166,103.35,,,1.21242,0.8892,,,,,,,,,,,1.2555,,,,,
2013-12-13,,1.11607,1.0581,0.61372,103.21,,,1.2108,0.8891,,,,,,,,,,,1.2542,,,,,
2013-12-16,,1.11782,1.0593,0.61369,102.98,,,1.21109,0.8872,,,,,,,,,,,1.2545,,,,,
2013-12-17,,1.1241,1.0605,0.61493,102.67,,,1.20948,0.8847,,,,,,,,,,,1.2569,,,,,
2013-12-18,,1.1288,1.0696,0.61013,104.27,,,1.21433,0.8937,,,,,,,,,,,1.2605,,,,,
2013-12-19,,1.1279,1.0663,0.6108,104.23,,,1.221,0.8976,,,,,,,,,,,1.2657,,,,,
2013-12-20,,1.12158,1.0632,0.61237,104.07,,,1.22115,0.8953,,,,,,,,,,,1.2659,,,,,
2013-12-23,,1.11945,1.0603,0.61143,104.11,,,1.21981,0.8937,,,,,,,,,,,1.2663,,,,,
2013-12-24,,1.12196,1.0631,0.61121,104.2,,,1.22384,0.8955,,,,,,,,,,,1.2673,,,,,
2013-12-25,,1.12108,1.0626,0.61199,104.36,,,1.22354,0.8953,,,,,,,,,,,1.2667,,,,,
2013-12-26,,1.12435,1.0644,0.60946,104.8,,,1.22489,0.8965,,,,,,,,,,,1.2689,,,,,
2013-12-27,,1.12778,1.0701,0.60687,105.16,,,1.22775,0.8912,,,,,,,,,,,1.2681,,,,,
2013-12-30,,1.12322,1.0647,0.60606,105.14,,,1.21921,0.8874,,,,,,,,,,,1.2672,,,,,
2013-12-31,,1.1217,1.062,0.60394,105.29,,,1.21728,0.8928,,,,,,,,,,,1.2616,,,,,
2014-01-01,,1.12575,1.064,0.60365,105.19,,,1.2204,0.8917,,,,,,,,,,,1.2627,,,,,
2014-01-02,,1.12246,1.0668,0.60787,104.79,,,1.22175,0.8988,,,,,,,,,,,1.2668,,,,,
2014-01-03,,1.11832,1.063,0.60913,104.81,,,1.20978,0.9048,,,,,,,,,,,1.2667,,,,,
2014-01-06,,1.11545,1.0653,0.60964,104.21,,,1.20642,0.9039,,,,,,,,,,,1.2676,,,,,
2014-01-07,,1.12032,1.0765,0.60976,104.58,,,1.20758,0.9087,,,,,,,,,,,1.2708,,,,,
2014-01-08,,1.12347,1.0824,0.60794,104.86,,,1.21021,0.9111,,,,,,,,,,,1.2735,,,,,
2014-01-09,,1.12385,1.0842,0.60687,104.81,,,1.21183,0.9069,,,,,,,,,,,1.2703,,,,,
2014-01-10,,1.11185,1.0896,0.60676,104.15,,,1.20496,0.9026,,,,,,,,,,,1.2633,,,,,
2014-01-13,,1.10473,1.0858,0.61028,102.99,,,1.19403,0.8988,,,,,,,,,,,1.2646,,,,,
2014-01-14,,1.11532,1.0944,0.60838,104.2,,,1.19346,0.9023,,,,,,,,,,,1.269,,,,,
2014-01-15,,1.12183,1.0934,0.61087,104.54,,,1.19962,0.9085,,,,,,,,,,,1.2727,,,,,
2014-01-16,,1.13366,1.0928,0.61147,104.32,,,1.19746,0.9048,,,,,,,,,,,1.271,,,,,
2014-01-17,,1.13882,1.0962,0.60913,104.3,,,1.21242,0.9098,,,,,,,,,,,1.2756,,,,,
2014-01-20,,1.13507,1.0944,0.60868,104.16,,,1.20135,0.9098,,,,,,,,,,,1.2761,,,,,
2014-01-21,,1.13559,1.0968,0.60691,104.29,,,1.20294,0.9099,,,,,,,,,,,1.2781,,,,,
2014-01-22,,1.12969,1.1087,0.60343,104.49,,,1.20395,0.9112,,,,,,,,,,,1.2785,,,,,
2014-01-23,,1.14064,1.11,0.60111,103.26,,,1.20467,0.8973,,,,,,,,,,,1.2782,,,,,
2014-01-24,,1.15154,1.1082,0.60665,102.27,,,1.21536,0.8941,,,,,,,,,,,1.2782,,,,,
2014-01-27,,1.14443,1.1114,0.60299,102.54,,,1.21521,0.8961,,,,,,,,,,,1.2756,,,,,
2014-01-28,,1.13934,1.1151,0.60317,102.92,,,1.21153,0.8972,,,,,,,,,,,1.2742,,,,,
2014-01-29,,1.14443,1.1171,0.60386,102.27,,,1.21773,0.8942,,,,,,,,,,,1.2769,,,,,
2014-01-30,,1.1374,1.1159,0.60669,102.71,,,1.22474,0.9026,,,,,,,,,,,1.2748,,,,,
2014-01-31,,1.14273,1.1129,0.60842,102.05,,,1.23778,0.9058,,,,,,,,,,,1.2763,,,,,
2014-02-03,,1.14247,1.1114,0.61323,100.95,,,1.23732,0.9006,,,,,,,,,,,1.2754,,,,,
2014-02-04,,1.1207,1.1081,0.61267,101.63,,,1.21359,0.9036,,,,,,,,,,,1.2684,,,,,
2014-02-05,,1.12246,1.1082,0.61316,101.45,,,1.21803,0.9035,,,,,,,,,,,1.2674,,,,,
2014-02-06,,1.11632,1.1068,0.61274,102.1,,,1.21286,0.9008,,,,,,,,,,,1.2682,,,,,
2014-02-07,,1.11669,1.1028,0.60942,102.36,,,1.20642,0.8976,,,,,,,,,,,1.2675,,,,,
2014-02-10,,1.11757,1.1057,0.60972,102.25,,,1.20992,0.8964,,,,,,,,,,,1.2704,,,,,
2014-02-11,,1.10668,1.1007,0.60801,102.62,,,1.20192,0.8982,,,,,,,,,,,1.267,,,,,
2014-02-12,,1.10791,1.1001,0.60259,102.51,,,1.20221,0.9005,,,,,,,,,,,1.2656,,,,,
2014-02-13,,1.11383,1.0976,0.60035,102.15,,,1.19904,0.8933,,,,,,,,,,,1.2649,,,,,
2014-02-14,,1.1073,1.0977,0.59719,101.77,,,1.19574,0.8923,,,,,,,,,,,1.259,,,,,
2014-02-17,,1.1073,1.0962,0.5983,101.89,,,1.19574,0.8914,,,,,,,,,,,1.2585,,,,,
2014-02-18,,1.10779,1.0949,0.59945,102.35,,,1.20496,0.8878,,,,,,,,,,,1.2609,,,,,
2014-02-19,,1.11111,1.1077,0.59959,102.3,,,1.2089,0.8885,,,,,,,,,,,1.2629,,,,,
2014-02-20,,1.11037,1.1099,0.60064,102.27,,,1.20467,0.8891,,,,,,,,,,,1.2634,,,,,
2014-02-21,,1.11433,1.1113,0.60187,102.49,,,1.20831,0.8876,,,,,,,,,,,1.2671,,,,,
2014-02-24,,1.10705,1.1057,0.60049,102.49,,,1.20091,0.8886,,,,,,,,,,,1.2626,,,,,
2014-02-25,,1.10877,1.1084,0.59952,102.23,,,1.20106,0.8867,,,,,,,,,,,1.2633,,,,,
2014-02-26,,1.11532,1.1126,0.59995,102.35,,,1.20308,0.8906,,,,,,,,,,,1.2664,,,,,
2014-02-27,,1.1157,1.112,0.59927,102.12,,,1.19517,0.8882,,,,,,,,,,,1.2637,,,,,
2014-02-28,,1.12057,1.1056,0.59737,101.77,,,1.19332,0.8793,,,,,,,,,,,1.2673,,,,,
2014-03-03,,1.11919,1.1074,0.6001,101.44,,,1.19503,0.883,,,,,,,,,,,1.2706,,,,,
2014-03-04,,1.11744,1.1092,0.60017,102.2,,,1.19204,0.887,,,,,,,,,,,1.2689,,,,,
2014-03-05,,1.11309,1.1028,0.59805,102.29,,,1.1885,0.887,,,,,,,,,,,1.27,,,,,
2014-03-06,,1.10023,1.0984,0.59737,103.06,,,1.17994,0.8803,,,,,,,,,,,1.2631,,,,,
2014-03-07,,1.10327,1.1081,0.59837,103.28,,,1.18106,0.8778,,,,,,,,,,,1.2679,,,,,
2014-03-10,,1.10865,1.1102,0.60078,103.28,,,1.18036,0.8776,,,,,,,,,,,1.2676,,,,,
2014-03-11,,1.11421,1.1104,0.60187,102.99,,,1.18078,0.8777,,,,,,,,,,,1.2672,,,,,
2014-03-12,,1.11235,1.112,0.60179,102.77,,,1.17399,0.874,,,,,,,,,,,1.2664,,,,,
2014-03-13,,1.10644,1.1067,0.60161,101.86,,,1.17027,0.8742,,,,,,,,,,,1.2667,,,,,
2014-03-14,,1.1073,1.1105,0.60082,101.35,,,1.17192,0.8723,,,,,,,,,,,1.2648,,,,,
2014-03-17,,1.10059,1.1056,0.60118,101.8,,,1.16782,0.8733,,,,,,,,,,,1.2651,,,,,
2014-03-18,,1.09577,1.1136,0.60274,101.36,,,1.16023,0.8731,,,,,,,,,,,1.2635,,,,,
2014-03-19,,1.10742,1.124,0.60496,102.39,,,1.17165,0.882,,,,,,,,,,,1.2732,,,,,
2014-03-20,,1.10668,1.1237,0.60577,102.41,,,1.17247,0.8834,,,,,,,,,,,1.2764,,,,,
2014-03-21,,1.10181,1.1224,0.60669,102.27,,,1.1722,0.8825,,,,,,,,,,,1.2738,,,,,
2014-03-24,,1.09577,1.1192,0.60624,102.23,,,1.17082,0.8808,,,,,,,,,,,1.2717,,,,,
2014-03-25,,1.09182,1.1168,0.605,102.27,,,1.16686,0.8827,,,,,,,,,,,1.2677,,,,,
2014-03-26,,1.08448,1.1101,0.60328,102.05,,,1.1632,0.8847,,,,,,,,,,,1.2667,,,,,
2014-03-27,,1.08003,1.1032,0.60234,102.22,,,1.1538,0.8865,,,,,,,,,,,1.2641,,,,,
2014-03-28,,1.08155,1.1059,0.60107,102.8,,,1.155,0.8869,,,,,,,,,,,1.2585,,,,,
2014-03-31,,1.07921,1.1051,0.60013,103.21,,,1.15314,0.8841,,,,,,,,,,,1.2576,,,,,
2014-04-01,,1.08272,1.1027,0.60132,103.69,,,1.16009,0.8835,,,,,,,,,,,1.2591,,,,,
2014-04-02,,1.08108,1.103,0.60154,103.86,,,1.16645,0.8866,,,,,,,,,,,1.2624,,,,,
2014-04-03,,1.08366,1.1036,0.60263,103.92,,,1.1711,0.891,,,,,,,,,,,1.2631,,,,,
2014-04-04,,1.07666,1.0981,0.60339,103.31,,,1.16252,0.8923,,,,,,,,,,,1.2587,,,,,
2014-04-07,,1.0791,1.097,0.60212,103.06,,,1.16198,0.8877,,,,,,,,,,,1.2587,,,,,
2014-04-08,,1.06895,1.0922,0.59709,101.86,,,1.1538,0.8837,,,,,,,,,,,1.2515,,,,,
2014-04-09,,1.06598,1.0879,0.59556,101.99,,,1.14797,0.8793,,,,,,,,,,,1.2463,,,,,
2014-04-10,,1.0627,1.0933,0.59584,101.45,,,1.1534,0.8762,,,,,,,,,,,1.2495,,,,,
2014-04-11,,1.06474,1.098,0.59776,101.59,,,1.15234,0.8759,,,,,,,,,,,1.2485,,,,,
2014-04-14,,1.06202,1.0964,0.59794,101.86,,,1.15207,0.8793,,,,,,,,,,,1.2533,,,,,
2014-04-15,,1.06849,1.098,0.59787,101.84,,,1.1566,0.8802,,,,,,,,,,,1.2525,,,,,
2014-04-16,,1.06746,1.1013,0.59538,102.22,,,1.15875,0.8816,,,,,,,,,,,1.2506,,,,,
2014-04-17,,1.07193,1.1008,0.59552,102.4,,,1.16686,0.8829,,,,,,,,,,,1.2524,,,,,
2014-04-18,,1.07204,1.1022,0.59566,102.42,,,1.16618,0.8831,,,,,,,,,,,1.2522,,,,,
2014-04-21,,1.07273,1.1012,0.59549,102.6,,,1.16673,0.8848,,,,,,,,,,,1.2524,,,,,
2014-04-22,,1.06792,1.1026,0.59442,102.59,,,1.16198,0.8848,,,,,,,,,,,1.2557,,,,,
2014-04-23,,1.07677,1.1031,0.59602,102.54,,,1.16009,0.8832,,,,,,,,,,,1.2555,,,,,
2014-04-24,,1.07968,1.1023,0.5952,102.27,,,1.16754,0.8816,,,,,,,,,,,1.2572,,,,,
2014-04-25,,1.07782,1.1039,0.59542,102.18,,,1.16686,0.8809,,,,,,,,,,,1.2565,,,,,
2014-04-28,,1.08003,1.1027,0.59499,102.48,,,1.17151,0.88,,,,,,,,,,,1.2563,,,,,
2014-04-29,,1.0791,1.0943,0.59435,102.62,,,1.17,0.8836,,,,,,,,,,,1.2557,,,,,
