,EUR,AUD,CAD,GBP,JPY,SEK,NOK,NZD,CHF,MXN,CLP,BRL,COP,PEN,KRW,IDR,INR,THB,PHP,SGD,PLN,HUF,CZK,ZAR,TRY
2008-02-04,,,0.9931,,106.67,,,,1.088,,,,,,,,,,,1.4138,,,,,
2008-02-05,,,1.0069,,106.78,,,,1.0996,,,,,,,,,,,1.4214,,,,,
2008-02-06,,,1.0058,,106.59,,,,1.0983,,,,,,,,,,,1.4152,,,,,
2008-02-07,,,1.009,,107.48,,,,1.1042,,,,,,,,,,,1.4167,,,,,
2008-02-08,,,1.0001,,107.36,,,,1.1018,,,,,,,,,,,1.4169,,,,,
2008-02-11,,,1.0013,,106.94,,,,1.1021,,,,,,,,,,,1.4181,,,,,
2008-02-12,,,1.0015,,107.33,,,,1.1024,,,,,,,,,,,1.4151,,,,,
2008-02-13,,,0.9966,,108.31,,,,1.1084,,,,,,,,,,,1.4187,,,,,
2008-02-14,,,0.9997,,107.84,,,,1.0978,,,,,,,,,,,1.4179,,,,,
2008-02-15,,,1.0089,,107.69,,,,1.0923,,,,,,,,,,,1.4121,,,,,
2008-02-18,,,1.0072,,108.2,,,,1.1021,,,,,,,,,,,1.4113,,,,,
2008-02-19,,,1.0172,,107.73,,,,1.094,,,,,,,,,,,1.4132,,,,,
2008-02-20,,,1.0122,,108.13,,,,1.0994,,,,,,,,,,,1.4104,,,,,
2008-02-21,,,1.011,,107.38,,,,1.0899,,,,,,,,,,,1.41,,,,,
2008-02-22,,,1.0152,,106.92,,,,1.0841,,,,,,,,,,,1.4052,,,,,
2008-02-25,,,0.9962,,108.05,,,,1.0887,,,,,,,,,,,1.4054,,,,,
2008-02-26,,,0.9822,,107.3,,,,1.0758,,,,,,,,,,,1.4045,,,,,
2008-02-27,,,0.9807,,106.44,,,,1.0629,,,,,,,,,,,1.396,,,,,
2008-02-28,,,0.975,,105.31,,,,1.0515,,,,,,,,,,,1.3944,,,,,
2008-02-29,,,0.9824,,103.94,,,,1.0429,,,,,,,,,,,1.3945,,,,,
2008-03-03,,,0.9899,,103.43,,,,1.0422,,,,,,,,,,,1.3904,,,,,
2008-03-04,,,0.9931,,103.33,,,,1.0375,,,,,,,,,,,1.3884,,,,,
2008-03-05,,,0.9842,,104.02,,,,1.0366,,,,,,,,,,,1.3889,,,,,
2008-03-06,,,0.9849,,102.63,,,,1.0225,,,,,,,,,,,1.3875,,,,,
2008-03-07,,,0.9914,,102.55,,,,1.0244,,,,,,,,,,,1.3839,,,,,
2008-03-10,,,0.996,,101.71,,,,1.019,,,,,,,,,,,1.3867,,,,,
2008-03-11,,,0.9915,,103.42,,,,1.0331,,,,,,,,,,,1.3877,,,,,
2008-03-12,,,0.9894,,101.34,,,,1.0138,,,,,,,,,,,1.3829,,,,,
2008-03-13,,,0.9826,,100.43,,,,1.0086,,,,,,,,,,,1.379,,,,,
2008-03-14,,,0.9858,,99.25,,,,0.9985,,,,,,,,,,,1.38,,,,,
2008-03-17,,,0.9983,,97.22,,,,0.9844,,,,,,,,,,,1.3801,,,,,
2008-03-18,,,0.9917,,100.02,,,,1.0035,,,,,,,,,,,1.3766,,,,,
2008-03-19,,,1.0114,,98.61,,,,0.9961,,,,,,,,,,,1.3903,,,,,
2008-03-20,,,1.0243,,99.3,,,,1.0077,,,,,,,,,,,1.3899,,,,,
2008-03-21,,,1.0231,,99.57,,,,1.009,,,,,,,,,,,1.3857,,,,,
2008-03-24,,,1.0169,,100.57,,,,1.0188,,,,,,,,,,,1.3885,,,,,
2008-03-25,,,1.0163,,99.98,,,,1.005,,,,,,,,,,,1.3803,,,,,
2008-03-26,,,1.0176,,99.18,,,,0.9887,,,,,,,,,,,1.3786,,,,,
2008-03-27,,,1.018,,99.67,,,,0.9936,,,,,,,,,,,1.3791,,,,,
2008-03-28,,,1.0223,,99.19,,,,0.9954,,,,,,,,,,,1.3799,,,,,
2008-03-31,,,1.0256,,99.91,,,,0.9948,,,,,,,,,,,1.3771,,,,,
2008-04-01,,,1.0225,,101.77,,,,1.0117,,,,,,,,,,,1.3781,,,,,
2008-04-02,,,1.0144,,102.29,,,,1.0082,,,,,,,,,,,1.3787,,,,,
2008-04-03,,,1.0043,,102.26,,,,1.0097,,,,,,,,,,,1.3838,,,,,
2008-04-04,,,1.0085,,101.46,,,,1.0056,,,,,,,,,,,1.3798,,,,,
2008-04-07,,,1.0137,,102.37,,,,1.013,,,,,,,,,,,1.3804,,,,,
2008-04-08,,,1.0138,,102.55,,,,1.0146,,,,,,,,,,,1.3784,,,,,
2008-04-09,,,1.0186,,101.72,,,,1.0009,,,,,,,,,,,1.3772,,,,,
2008-04-10,,,1.0195,,101.76,,,,1.0073,,,,,,,,,,,1.357,,,,,
2008-04-11,,,1.0228,,100.97,,,,1.0011,,,,,,,,,,,1.3566,,,,,
2008-04-14,,,1.0183,,101.09,,,,0.999,,,,,,,,,,,1.3575,,,,,
2008-04-15,,,1.0178,,101.83,,,,1.0067,,,,,,,,,,,1.3578,,,,,
2008-04-16,,,1.0005,,101.78,,,,1.0,,,,,,,,,,,1.3513,,,,,
2008-04-17,,,1.0106,,102.5,,,,1.0066,,,,,,,,,,,1.351,,,,,
2008-04-18,,,1.004,,103.67,,,,1.0178,,,,,,,,,,,1.3549,,,,,
2008-04-21,,,1.0057,,103.24,,,,1.0085,,,,,,,,,,,1.3526,,,,,
2008-04-22,,,1.0072,,102.86,,,,1.0028,,,,,,,,,,,1.3505,,,,,
2008-04-23,,,1.017,,103.42,,,,1.0152,,,,,,,,,,,1.3513,,,,,
2008-04-24,,,1.0144,,104.3,,,,1.0354,,,,,,,,,,,1.3583,,,,,
2008-04-25,,,1.0137,,104.41,,,,1.0337,,,,,,,,,,,1.3612,,,,,
2008-04-28,,,1.0134,,104.21,,,,1.0338,,,,,,,,,,,1.3603,,,,,
2008-04-29,,,1.0131,,104.08,,,,1.0379,,,,,,,,,,,1.3612,,,,,
2008-04-30,,,1.0063,,103.97,,,,1.0351,,,,,,,,,,,1.356,,,,,
2008-05-01,,,1.0194,,104.39,,,,1.0477,,,,,,,,,,,1.361,,,,,
2008-05-02,,,1.0192,,105.39,,,,1.0571,,,,,,,,,,,1.3635,,,,,
2008-05-05,,,1.0122,,104.93,,,,1.053,,,,,,,,,,,1.3583,,,,,
2008-05-06,,,1.0025,,104.72,,,,1.0518,,,,,,,,,,,1.3581,,,,,
2008-05-07,,,1.0096,,104.65,,,,1.0546,,,,,,,,,,,1.3667,,,,,
2008-05-08,,,1.0172,,103.75,,,,1.0504,,,,,,,,,,,1.374,,,,,
2008-05-09,,,1.0049,,102.85,,,,1.041,,,,,,,,,,,1.3633,,,,,
2008-05-12,,,1.0056,,103.84,,,,1.0441,,,,,,,,,,,1.3636,,,,,
2008-05-13,,,1.0036,,104.67,,,,1.0533,,,,,,,,,,,1.3721,,,,,
2008-05-14,,,1.0025,,104.96,,,,1.0542,,,,,,,,,,,1.3785,,,,,
2008-05-15,,,1.0002,,104.69,,,,1.0565,,,,,,,,,,,1.3757,,,,,
2008-05-16,,,0.9989,,104.03,,,,1.0475,,,,,,,,,,,1.3672,,,,,
2008-05-19,,,0.9926,,104.32,,,,1.0539,,,,,,,,,,,1.3719,,,,,
2008-05-20,,,0.9914,,103.62,,,,1.0367,,,,,,,,,,,1.3652,,,,,
2008-05-21,,,0.9909,,103.25,,,,1.0355,,,,,,,,,,,1.3647,,,,,
2008-05-22,,,0.9848,,104.12,,,,1.031,,,,,,,,,,,1.3599,,,,,
2008-05-23,,,0.9898,,103.36,,,,1.0238,,,,,,,,,,,1.3578,,,,,
2008-05-26,,,0.992,,103.37,,,,1.0241,,,,,,,,,,,1.3615,,,,,
2008-05-27,,,0.9942,,104.28,,,,1.0346,,,,,,,,,,,1.3635,,,,,
2008-05-28,,,0.9895,,104.67,,,,1.0373,,,,,,,,,,,1.364,,,,,
2008-05-29,,,0.9892,,105.57,,,,1.0495,,,,,,,,,,,1.3663,,,,,
2008-05-30,,,0.993,,105.5,,,,1.042,,,,,,,,,,,1.362,,,,,
2008-06-02,,,1.0013,,104.41,,,,1.037,,,,,,,,,,,1.3624,,,,,
2008-06-03,,,1.0094,,105.14,,,,1.0432,,,,,,,,,,,1.3635,,,,,
2008-06-04,,,1.0168,,105.26,,,,1.0423,,,,,,,,,,,1.3664,,,,,
2008-06-05,,,1.0173,,105.95,,,,1.0389,,,,,,,,,,,1.3654,,,,,
2008-06-06,,,1.0194,,104.91,,,,1.0184,,,,,,,,,,,1.3632,,,,,
2008-06-09,,,1.0226,,106.27,,,,1.0275,,,,,,,,,,,1.3655,,,,,
2008-06-10,,,1.0215,,107.36,,,,1.0424,,,,,,,,,,,1.3735,,,,,
2008-06-11,,,1.0196,,106.82,,,,1.031,,,,,,,,,,,1.3709,,,,,
2008-06-12,,,1.0233,,107.89,,,,1.0403,,,,,,,,,,,1.378,,,,,
2008-06-13,,,1.0291,,108.18,,,,1.0467,,,,,,,,,,,1.3799,,,,,
2008-06-16,,,1.0242,,108.2,,,,1.0449,,,,,,,,,,,1.3716,,,,,
2008-06-17,,,1.0188,,107.96,,,,1.0417,,,,,,,,,,,1.3663,,,,,
2008-06-18,,,1.0173,,107.85,,,,1.0367,,,,,,,,,,,1.3685,,,,,
2008-06-19,,,1.0146,,107.93,,,,1.0447,,,,,,,,,,,1.369,,,,,
2008-06-20,,,1.016,,107.32,,,,1.0355,,,,,,,,,,,1.3642,,,,,
2008-06-23,,,1.0155,,107.85,,,,1.0454,,,,,,,,,,,1.3684,,,,,
2008-06-24,,,1.0119,,107.83,,,,1.0411,,,,,,,,,,,1.3669,,,,,
2008-06-25,,,1.0092,,107.87,,,,1.0351,,,,,,,,,,,1.3656,,,,,
2008-06-26,,,1.0132,,106.85,,,,1.0241,,,,,,,,,,,1.3646,,,,,
2008-06-27,,,1.0105,,106.13,,,,1.0182,,,,,,,,,,,1.3624,,,,,
2008-06-30,,,1.0204,,106.07,,,,1.0208,,,,,,,,,,,1.3588,,,,,
2008-07-01,,,1.0212,,106.03,,,,1.0194,,,,,,,,,,,1.3617,,,,,
2008-07-02,,,1.011,,105.83,,,,1.013,,,,,,,,,,,1.3584,,,,,
2008-07-03,,,1.0181,,106.77,,,,1.0266,,,,,,,,,,,1.3618,,,,,
2008-07-04,,,1.0187,,106.79,,,,1.0252,,,,,,,,,,,1.3611,,,,,
2008-07-07,,,1.0169,,107.13,,,,1.0264,,,,,,,,,,,1.3626,,,,,
2008-07-08,,,1.0187,,107.43,,,,1.0334,,,,,,,,,,,1.3632,,,,,
2008-07-09,,,1.0116,,106.8,,,,1.0286,,,,,,,,,,,1.3585,,,,,
2008-07-10,,,1.0084,,107.05,,,,1.0278,,,,,,,,,,,1.3596,,,,,
2008-07-11,,,1.009,,106.28,,,,1.0159,,,,,,,,,,,1.3552,,,,,
2008-07-14,,,1.0065,,106.18,,,,1.0166,,,,,,,,,,,1.3524,,,,,
2008-07-15,,,1.0012,,104.63,,,,1.0084,,,,,,,,,,,1.3476,,,,,
2008-07-16,,,1.0011,,105.09,,,,1.0175,,,,,,,,,,,1.3486,,,,,
2008-07-17,,,1.0049,,106.16,,,,1.0193,,,,,,,,,,,1.3514,,,,,
2008-07-18,,,1.0055,,106.94,,,,1.0226,,,,,,,,,,,1.3521,,,,,
2008-07-21,,,0.9995,,106.44,,,,1.0172,,,,,,,,,,,1.3505,,,,,
2008-07-22,,,1.0073,,107.29,,,,1.03,,,,,,,,,,,1.3585,,,,,
2008-07-23,,,1.0114,,107.91,,,,1.0381,,,,,,,,,,,1.3642,,,,,
2008-07-24,,,1.0152,,107.39,,,,1.0366,,,,,,,,,,,1.3611,,,,,
2008-07-25,,,1.0195,,107.82,,,,1.0362,,,,,,,,,,,1.36,,,,,
2008-07-28,,,1.0221,,107.49,,,,1.0344,,,,,,,,,,,1.3624,,,,,
2008-07-29,,,1.0237,,108.15,,,,1.0467,,,,,,,,,,,1.3674,,,,,
2008-07-30,,,1.023,,108.07,,,,1.0482,,,,,,,,,,,1.3678,,,,,
2008-07-31,,,1.0231,,107.83,,,,1.0473,,,,,,,,,,,1.3685,,,,,
2008-08-01,,,1.027,,107.68,,,,1.0495,,,,,,,,,,,1.3721,,,,,
2008-08-04,,,1.0365,,108.2,,,,1.0483,,,,,,,,,,,1.3719,,,,,
2008-08-05,,,1.0426,,108.29,,,,1.0547,,,,,,,,,,,1.3797,,,,,
2008-08-06,,,1.0478,,109.59,,,,1.0592,,,,,,,,,,,1.3827,,,,,
2008-08-07,,,1.0526,,109.33,,,,1.0612,,,,,,,,,,,1.39,,,,,
2008-08-08,,,1.0665,,110.17,,,,1.0822,,,,,,,,,,,1.4054,,,,,
2008-08-11,,,1.0691,,110.12,,,,1.087,,,,,,,,,,,1.4124,,,,,
2008-08-12,,,1.0645,,109.29,,,,1.0865,,,,,,,,,,,1.408,,,,,
2008-08-13,,,1.0621,,109.49,,,,1.085,,,,,,,,,,,1.4038,,,,,
2008-08-14,,,1.0648,,109.78,,,,1.0942,,,,,,,,,,,1.4103,,,,,
2008-08-15,,,1.059,,110.49,,,,1.0959,,,,,,,,,,,1.418,,,,,
2008-08-18,,,1.0647,,110.13,,,,1.0982,,,,,,,,,,,1.4129,,,,,
2008-08-19,,,1.0606,,109.66,,,,1.0914,,,,,,,,,,,1.4111,,,,,
2008-08-20,,,1.0601,,109.81,,,,1.0986,,,,,,,,,,,1.4125,,,,,
2008-08-21,,,1.0442,,108.47,,,,1.0863,,,,,,,,,,,1.4041,,,,,
2008-08-22,,,1.0468,,110.09,,,,1.0984,,,,,,,,,,,1.412,,,,,
2008-08-25,,,1.0504,,109.32,,,,1.0956,,,,,,,,,,,1.4183,,,,,
2008-08-26,,,1.0481,,109.65,,,,1.1002,,,,,,,,,,,1.4256,,,,,
2008-08-27,,,1.0472,,109.52,,,,1.0973,,,,,,,,,,,1.4169,,,,,
2008-08-28,,,1.0512,,109.43,,,,1.0989,,,,,,,,,,,1.4175,,,,,
2008-08-29,,,1.0635,,108.77,,,,1.1011,,,,,,,,,,,1.4158,,,,,
2008-09-01,,,1.0673,,108.13,,,,1.1021,,,,,,,,,,,1.4237,,,,,
2008-09-02,,,1.067,,108.59,,,,1.1066,,,,,,,,,,,1.4326,,,,,
2008-09-03,,,1.0611,,108.22,,,,1.1061,,,,,,,,,,,1.4349,,,,,
2008-09-04,,,1.0714,,106.47,,,,1.1132,,,,,,,,,,,1.4393,,,,,
2008-09-05,,,1.0621,,107.72,,,,1.118,,,,,,,,,,,1.4351,,,,,
2008-09-08,,,1.0661,,108.13,,,,1.1316,,,,,,,,,,,1.4327,,,,,
2008-09-09,,,1.072,,106.82,,,,1.128,,,,,,,,,,,1.4353,,,,,
2008-09-10,,,1.0737,,107.77,,,,1.1388,,,,,,,,,,,1.4394,,,,,
2008-09-11,,,1.0737,,107.14,,,,1.1368,,,,,,,,,,,1.4357,,,,,
2008-09-12,,,1.0598,,107.92,,,,1.1305,,,,,,,,,,,1.4342,,,,,
2008-09-15,,,1.0689,,104.29,,,,1.1122,,,,,,,,,,,1.425,,,,,
2008-09-16,,,1.0716,,105.64,,,,1.1236,,,,,,,,,,,1.4373,,,,,
2008-09-17,,,1.0712,,104.33,,,,1.1038,,,,,,,,,,,1.4284,,,,,
2008-09-18,,,1.058,,105.54,,,,1.1069,,,,,,,,,,,1.4322,,,,,
2008-09-19,,,1.0465,,107.43,,,,1.1049,,,,,,,,,,,1.4268,,,,,
2008-09-22,,,1.035,,105.42,,,,1.0727,,,,,,,,,,,1.4074,,,,,
2008-09-23,,,1.0375,,105.8,,,,,,,,,,,,,,,1.4173,,,,,
2008-09-24,,,1.0384,,106.18,,,,1.0919,,,,,,,,,,,1.4235,,,,,
2008-09-25,,,1.0329,,106.45,,,,1.0894,,,,,,,,,,,1.4226,,,,,
2008-09-26,,,1.0316,,106.03,,,,1.0903,,,,,,,,,,,1.4228,,,,,
2008-09-29,,,1.0441,,103.98,,,,1.0898,,,,,,,,,,,1.4304,,,,,
2008-09-30,,,1.0628,,105.98,,,,1.1217,,,,,,,,,,,1.4348,,,,,
2008-10-01,,,1.0626,,105.83,,,,1.1256,,,,,,,,,,,1.4376,,,,,
2008-10-02,,,1.0792,,105.34,,,,1.137,,,,,,,,,,,1.4482,,,,,
2008-10-03,,,1.0819,,105.3,,,,1.129,,,,,,,,,,,1.45,,,,,
2008-10-06,,,1.1038,,101.53,,,,1.1483,,,,,,,,,,,1.4663,,,,,
2008-10-07,,,1.1038,,101.53,,,,1.137,,,,,,,,,,,1.4667,,,,,
2008-10-08,,,1.1259,,99.1,,,,1.1272,,,,,,,,,,,1.4672,,,,,
2008-10-09,,,1.147,,99.66,,,,1.1274,,,,,,,,,,,1.4737,,,,,
2008-10-10,,,1.1752,,100.72,,,,1.1386,,,,,,,,,,,1.483,,,,,
2008-10-13,,,1.1462,,101.94,,,,1.1376,,,,,,,,,,,1.4602,,,,,
2008-10-14,,,1.1615,,102.13,,,,1.1362,,,,,,,,,,,1.4657,,,,,
2008-10-15,,,1.191,,99.84,,,,1.1316,,,,,,,,,,,1.4792,,,,,
2008-10-16,,,1.1789,,101.66,,,,1.1348,,,,,,,,,,,1.4773,,,,,
2008-10-17,,,1.1797,,101.65,,,,1.1369,,,,,,,,,,,1.4792,,,,,
2008-10-20,,,1.1924,,102.12,,,,1.1504,,,,,,,,,,,1.4764,,,,,
2008-10-21,,,1.2131,,100.36,,,,1.1524,,,,,,,,,,,1.4823,,,,,
2008-10-22,,,1.2551,,97.95,,,,1.1646,,,,,,,,,,,1.4992,,,,,
2008-10-23,,,1.2442,,97.96,,,,1.1581,,,,,,,,,,,1.4996,,,,,
2008-10-24,,,1.2772,,94.28,,,,1.1676,,,,,,,,,,,1.5076,,,,,
2008-10-27,,,1.294,,93.62,,,,1.1565,,,,,,,,,,,1.508,,,,,
2008-10-28,,,1.2707,,99.3,,,,1.1535,,,,,,,,,,,1.487,,,,,
2008-10-29,,,1.2208,,97.36,,,,1.1271,,,,,,,,,,,1.4878,,,,,
2008-10-30,,,1.2007,,98.59,,,,1.1439,,,,,,,,,,,1.4688,,,,,
2008-10-31,,,1.2129,,98.41,,,,1.1579,,,,,,,,,,,1.4835,,,,,
2008-11-03,,,1.1813,,99.1,,,,1.1747,,,,,,,,,,,1.4784,,,,,
2008-11-04,,,1.1494,,99.67,,,,1.1631,,,,,,,,,,,1.4746,,,,,
2008-11-05,,,1.1692,,97.92,,,,1.1572,,,,,,,,,,,1.4803,,,,,
2008-11-06,,,1.1976,,97.72,,,,1.1777,,,,,,,,,,,1.5024,,,,,
2008-11-07,,,1.1884,,98.21,,,,1.178,,,,,,,,,,,1.4944,,,,,
2008-11-10,,,1.1941,,97.98,,,,1.1786,,,,,,,,,,,1.4888,,,,,
2008-11-11,,,1.2064,,97.63,,,,1.1874,,,,,,,,,,,1.5037,,,,,
2008-11-12,,,1.2373,,95.0,,,,1.1866,,,,,,,,,,,1.5097,,,,,
2008-11-13,,,1.21,,97.67,,,,1.1863,,,,,,,,,,,1.5097,,,,,
2008-11-14,,,1.2357,,97.1,,,,1.1942,,,,,,,,,,,1.518,,,,,
2008-11-17,,,1.229,,96.24,,,,1.1987,,,,,,,,,,,1.5222,,,,,
2008-11-18,,,1.2314,,96.89,,,,1.2027,,,,,,,,,,,1.5246,,,,,
2008-11-19,,,1.2541,,95.9,,,,1.2115,,,,,,,,,,,1.5285,,,,,
2008-11-20,,,1.2957,,93.71,,,,1.2234,,,,,,,,,,,1.5289,,,,,
2008-11-21,,,1.2703,,95.9,,,,1.2226,,,,,,,,,,,1.5277,,,,,
2008-11-24,,,1.231,,97.07,,,,1.1933,,,,,,,,,,,1.5067,,,,,
2008-11-25,,,1.2244,,95.28,,,,1.1834,,,,,,,,,,,1.5096,,,,,
2008-11-26,,,1.2333,,95.64,,,,1.2035,,,,,,,,,,,1.5095,,,,,
2008-11-27,,,1.2315,,95.25,,,,1.2,,,,,,,,,,,1.5084,,,,,
2008-11-28,,,1.2381,,95.48,,,,1.2131,,,,,,,,,,,1.5125,,,,,
2008-12-01,,,1.2469,,93.18,,,,1.2062,,,,,,,,,,,1.5294,,,,,
2008-12-02,,,1.2474,,93.18,,,,1.2062,,,,,,,,,,,1.5273,,,,,
2008-12-03,,,1.253,,93.29,,,,1.2091,,,,,,,,,,,1.5232,,,,,
2008-12-04,,,1.2761,,92.21,,,,1.1951,,,,,,,,,,,1.5261,,,,,
2008-12-05,,,1.2703,,92.79,,,,1.2192,,,,,,,,,,,1.5233,,,,,
2008-12-08,,,1.2503,,92.81,,,,1.2031,,,,,,,,,,,1.5017,,,,,
2008-12-09,,,1.2632,,92.1,,,,1.205,,,,,,,,,,,1.5057,,,,,
2008-12-10,,,1.2575,,92.73,,,,1.1989,,,,,,,,,,,1.4996,,,,,
2008-12-11,,,1.2347,,91.4,,,,1.1835,,,,,,,,,,,1.4877,,,,,
2008-12-12,,,1.2481,,91.09,,,,1.1781,,,,,,,,,,,1.4896,,,,,
2008-12-15,,,1.2331,,90.64,,,,1.1594,,,,,,,,,,,1.475,,,,,
2008-12-16,,,1.2047,,89.04,,,,1.1235,,,,,,,,,,,1.4595,,,,,
2008-12-17,,,1.191,,87.2,,,,1.0718,,,,,,,,,,,1.4333,,,,,
2008-12-18,,,1.2025,,89.41,,,,1.083,,,,,,,,,,,1.4403,,,,,
2008-12-19,,,1.2166,,89.34,,,,1.1033,,,,,,,,,,,1.4595,,,,,
2008-12-22,,,1.2212,,90.26,,,,1.0931,,,,,,,,,,,1.4453,,,,,
2008-12-23,,,1.219,,90.96,,,,1.0876,,,,,,,,,,,1.4513,,,,,
2008-12-24,,,1.2134,,90.43,,,,1.0729,,,,,,,,,,,1.4471,,,,,
2008-12-25,,,1.2165,,90.33,,,,1.0778,,,,,,,,,,,1.445,,,,,
2008-12-26,,,1.2209,,90.75,,,,1.0702,,,,,,,,,,,1.4459,,,,,
2008-12-29,,,1.22,,90.65,,,,1.0613,,,,,,,,,,,1.4461,,,,,
2008-12-30,,,1.2175,,90.28,,,,1.0599,,,,,,,,,,,1.4364,,,,,
2008-12-31,,,1.2176,,90.65,,,,1.0702,,,,,,,,,,,1.43,,,,,
2009-01-01,,,1.2201,,90.71,,,,1.0614,,,,,,,,,,,1.4343,,,,,
2009-01-02,,,1.2052,,91.78,,,,1.0802,,,,,,,,,,,1.4582,,,,,
2009-01-05,,,1.1891,,93.32,,,,1.1088,,,,,,,,,,,1.4745,,,,,
2009-01-06,,,1.1801,,94.03,,,,1.1175,,,,,,,,,,,1.4706,,,,,
2009-01-07,,,1.1943,,92.61,,,,1.1014,,,,,,,,,,,1.471,,,,,
2009-01-08,,,1.1793,,91.19,,,,1.0925,,,,,,,,,,,1.4775,,,,,
2009-01-09,,,1.185,,90.36,,,,1.1127,,,,,,,,,,,1.4836,,,,,
2009-01-12,,,1.2161,,89.03,,,,1.1136,,,,,,,,,,,1.4891,,,,,
2009-01-13,,,1.2242,,89.35,,,,1.1185,,,,,,,,,,,1.4876,,,,,
2009-01-14,,,1.2486,,89.01,,,,1.1156,,,,,,,,,,,1.4924,,,,,
2009-01-15,,,1.2523,,89.79,,,,1.1242,,,,,,,,,,,1.494,,,,,
2009-01-16,,,1.2438,,90.64,,,,1.1197,,,,,,,,,,,1.4892,,,,,
2009-01-19,,,1.2534,,90.64,,,,1.1331,,,,,,,,,,,1.4957,,,,,
2009-01-20,,,1.2671,,89.76,,,,1.1459,,,,,,,,,,,1.5065,,,,,
2009-01-21,,,1.2561,,89.43,,,,1.1528,,,,,,,,,,,1.4968,,,,,
2009-01-22,,,1.2526,,88.88,,,,1.1527,,,,,,,,,,,1.4976,,,,,
2009-01-23,,,1.2299,,88.72,,,,1.1541,,,,,,,,,,,1.5023,,,,,
2009-01-26,,,1.2231,,89.07,,,,1.1371,,,,,,,,,,,1.499,,,,,
2009-01-27,,,1.2299,,88.94,,,,1.1421,,,,,,,,,,,1.5052,,,,,
2009-01-28,,,1.2119,,90.29,,,,1.151,,,,,,,,,,,1.5005,,,,,
2009-01-29,,,1.2258,,89.98,,,,1.153,,,,,,,,,,,1.5068,,,,,
2009-01-30,,,1.2285,,89.94,,,,1.1599,,,,,,,,,,,1.5097,,,,,
2009-02-02,,,1.24,,89.87,,,,1.1617,,,,,,,,,,,1.5141,,,,,
2009-02-03,,,1.2294,,89.41,,,,1.1423,,,,,,,,,,,1.5043,,,,,
2009-02-04,,,1.2321,,89.42,,,,1.1581,,,,,,,,,,,1.508,,,,,
2009-02-05,,,1.232,,91.15,,,,1.1697,,,,,,,,,,,1.5042,,,,,
2009-02-06,,,1.2193,,91.84,,,,1.1616,,,,,,,,,,,1.4933,,,,,
2009-02-09,,,1.2168,,91.46,,,,1.1636,,,,,,,,,,,1.4936,,,,,
2009-02-10,,,1.2427,,90.47,,,,1.1561,,,,,,,,,,,1.5057,,,,,
2009-02-11,,,1.2387,,90.39,,,,1.1582,,,,,,,,,,,1.5042,,,,,
2009-02-12,,,1.2434,,90.96,,,,1.1626,,,,,,,,,,,1.5085,,,,,
2009-02-13,,,1.2351,,91.86,,,,1.1606,,,,,,,,,,,1.5087,,,,,
2009-02-16,,,1.2423,,91.72,,,,1.1594,,,,,,,,,,,1.514,,,,,
2009-02-17,,,1.2648,,92.38,,,,1.169,,,,,,,,,,,1.5302,,,,,
2009-02-18,,,1.2607,,93.76,,,,1.1782,,,,,,,,,,,1.5316,,,,,
2009-02-19,,,1.258,,94.17,,,,1.1733,,,,,,,,,,,1.5274,,,,,
2009-02-20,,,1.2514,,93.29,,,,1.1558,,,,,,,,,,,1.5302,,,,,
2009-02-23,,,1.25,,94.66,,,,1.1648,,,,,,,,,,,1.5284,,,,,
2009-02-24,,,1.2425,,96.64,,,,1.1601,,,,,,,,,,,1.5199,,,,,
2009-02-25,,,1.2573,,97.37,,,,1.1698,,,,,,,,,,,1.529,,,,,
2009-02-26,,,1.2528,,98.47,,,,1.1641,,,,,,,,,,,1.539,,,,,
2009-02-27,,,1.2749,,97.56,,,,1.1691,,,,,,,,,,,1.547,,,,,
2009-03-02,,,1.2927,,97.41,,,,1.1752,,,,,,,,,,,1.5537,,,,,
2009-03-03,,,1.2926,,98.13,,,,1.1756,,,,,,,,,,,1.5524,,,,,
2009-03-04,,,1.2731,,99.16,,,,1.1673,,,,,,,,,,,1.5439,,,,,
2009-03-05,,,1.2904,,98.06,,,,1.171,,,,,,,,,,,1.5541,,,,,
2009-03-06,,,1.2854,,98.29,,,,1.1591,,,,,,,,,,,1.5448,,,,,
2009-03-09,,,1.2992,,98.77,,,,1.1594,,,,,,,,,,,1.5493,,,,,
2009-03-10,,,1.281,,98.74,,,,1.16,,,,,,,,,,,1.5336,,,,,
2009-03-11,,,1.2837,,97.3,,,,1.1523,,,,,,,,,,,1.5268,,,,,
2009-03-12,,,1.2775,,97.6,,,,1.1858,,,,,,,,,,,1.529,,,,,
2009-03-13,,,1.2719,,97.93,,,,1.1849,,,,,,,,,,,1.5406,,,,,
2009-03-16,,,1.2711,,98.18,,,,1.1841,,,,,,,,,,,1.5334,,,,,
2009-03-17,,,1.2693,,98.64,,,,1.182,,,,,,,,,,,1.5296,,,,,
2009-03-18,,,1.2453,,96.01,,,,1.1385,,,,,,,,,,,1.5115,,,,,
2009-03-19,,,1.2377,,94.51,,,,1.1238,,,,,,,,,,,1.5101,,,,,
2009-03-20,,,1.2403,,95.91,,,,1.1271,,,,,,,,,,,1.5155,,,,,
2009-03-23,,,1.2234,,97.16,,,,1.1253,,,,,,,,,,,1.5079,,,,,
2009-03-24,,,1.2298,,97.84,,,,1.131,,,,,,,,,,,1.5121,,,,,
2009-03-25,,,1.2311,,97.66,,,,1.1216,,,,,,,,,,,1.5087,,,,,
