date,duoarea,value_mmbbl
2025-06-13,R10,9.291
2025-06-13,R20,102.873
2025-06-13,R30,234.87
2025-06-13,R40,23.815
2025-06-13,R50,50.094
2025-06-20,NUS,415.106
2025-06-20,R10,9.091
2025-06-20,R20,102.262
2025-06-20,R30,229.864
2025-06-20,R40,23.845
2025-06-20,R50,50.045
2025-06-27,NUS,418.951
2025-06-27,R10,8.901
2025-06-27,R20,102.975
2025-06-27,R30,234.906
2025-06-27,R40,23.421
2025-06-27,R50,48.748
2025-07-04,NUS,426.021
2025-07-04,R10,9.186
2025-07-04,R20,102.552
2025-07-04,R30,240.749
2025-07-04,R40,24.235
2025-07-04,R50,49.299
2025-07-11,NUS,422.162
2025-07-11,R10,9.366
2025-07-11,R20,101.538
2025-07-11,R30,238.774
2025-07-11,R40,23.898
2025-07-11,R50,48.586
2025-07-18,NUS,418.993
2025-07-18,R10,8.694
2025-07-18,R20,102.74
2025-07-18,R30,237.802
2025-07-18,R40,23.083
2025-07-18,R50,46.675
2025-07-25,NUS,426.691
2025-07-25,R10,8.317
2025-07-25,R20,103.562
2025-07-25,R30,243.85
2025-07-25,R40,23.052
2025-07-25,R50,47.91
2025-08-01,NUS,423.662
2025-08-01,R10,8.498
2025-08-01,R20,103.86
2025-08-01,R30,242.232
2025-08-01,R40,22.764
2025-08-01,R50,46.307
2025-08-08,NUS,426.698
2025-08-08,R10,8.637
2025-08-08,R20,102.355
2025-08-08,R30,248.448
2025-08-08,R40,22.817
2025-08-08,R50,44.443
2025-08-15,NUS,420.684
2025-08-15,R10,8.523
2025-08-15,R20,104.097
2025-08-15,R30,240.911
2025-08-15,R40,22.424
2025-08-15,R50,44.729
2025-08-22,NUS,418.292
2025-08-22,R10,7.982
2025-08-22,R20,103.664
2025-08-22,R30,239.758
2025-08-22,R40,21.872
2025-08-22,R50,45.017
2025-08-29,NUS,420.707
2025-08-29,R10,7.691
2025-08-29,R20,105.793
2025-08-29,R30,239.388
2025-08-29,R40,22.187
2025-08-29,R50,45.648
2025-09-05,NUS,424.646
2025-09-05,R10,7.182
2025-09-05,R20,104.131
2025-09-05,R30,244.88
2025-09-05,R40,22.576
2025-09-05,R50,45.877
2025-09-12,NUS,415.361
2025-09-12,R10,7.373
2025-09-12,R20,102.954
2025-09-12,R30,237.426
2025-09-12,R40,22.588
2025-09-12,R50,45.019
2025-09-19,NUS,414.754
2025-09-19,R10,8.005
2025-09-19,R20,103.239
2025-09-19,R30,234.311
2025-09-19,R40,22.736
2025-09-19,R50,46.462
2025-09-26,NUS,416.546
2025-09-26,R10,7.01
2025-09-26,R20,101.583
2025-09-26,R30,238.342
2025-09-26,R40,22.819
2025-09-26,R50,46.792
2025-10-03,NUS,420.261
2025-10-03,R10,6.658
2025-10-03,R20,100.714
2025-10-03,R30,244.467
2025-10-03,R40,22.441
2025-10-03,R50,45.981
2025-10-10,NUS,423.785
2025-10-10,R10,8.089
2025-10-10,R20,102.024
2025-10-10,R30,244.582
2025-10-10,R40,23.102
2025-10-10,R50,45.988
2025-10-17,NUS,422.824
2025-10-17,R10,7.633
2025-10-17,R20,101.606
2025-10-17,R30,244.299
2025-10-17,R40,23.513
2025-10-17,R50,45.773
2025-10-24,NUS,415.966
2025-10-24,R10,8.063
2025-10-24,R20,103.747
2025-10-24,R30,234.313
2025-10-24,R40,23.361
2025-10-24,R50,46.482
2025-10-31,NUS,421.168
2025-10-31,R10,8.119
2025-10-31,R20,104.511
2025-10-31,R30,237.478
2025-10-31,R40,23.627
2025-10-31,R50,47.434
2025-11-07,NUS,427.581
2025-11-07,R10,8.303
2025-11-07,R20,103.925
2025-11-07,R30,243.315
2025-11-07,R40,24.51
2025-11-07,R50,47.527
2025-11-14,NUS,424.155
2025-11-14,R10,8.436
2025-11-14,R20,102.115
2025-11-14,R30,241.257
2025-11-14,R40,24.602
2025-11-14,R50,47.745
2025-11-21,NUS,426.929
2025-11-21,R10,7.325
2025-11-21,R20,100.905
2025-11-21,R30,247.021
2025-11-21,R40,24.617
2025-11-21,R50,47.062
2025-11-28,NUS,427.503
2025-11-28,R10,8.464
2025-11-28,R20,100.96
2025-11-28,R30,246.544
2025-11-28,R40,25.004
2025-11-28,R50,46.531
2025-12-05,NUS,425.691
2025-12-05,R10,7.906
2025-12-05,R20,102.046
2025-12-05,R30,242.806
2025-12-05,R40,25.084
2025-12-05,R50,47.85
2025-12-12,NUS,424.417
2025-12-12,R10,7.799
2025-12-12,R20,102.092
2025-12-12,R30,241.716
2025-12-12,R40,25.195
2025-12-12,R50,47.615
2025-12-19,NUS,424.822
2025-12-19,R10,7.395
2025-12-19,R20,104.349
2025-12-19,R30,241.062
2025-12-19,R40,24.74
2025-12-19,R50,47.277
2025-12-26,NUS,422.888
2025-12-26,R10,7.238
2025-12-26,R20,105.197
2025-12-26,R30,238.177
2025-12-26,R40,24.742
2025-12-26,R50,47.534
2026-01-02,NUS,419.056
2026-01-02,R10,6.885
2026-01-02,R20,105.198
2026-01-02,R30,235.616
2026-01-02,R40,24.408
2026-01-02,R50,46.95
2026-01-09,NUS,422.447
2026-01-09,R10,7.06
2026-01-09,R20,106.631
2026-01-09,R30,237.779
2026-01-09,R40,24.527
2026-01-09,R50,46.45
2026-01-16,NUS,426.049
2026-01-16,R10,6.84
2026-01-16,R20,108.512
2026-01-16,R30,238.044
2026-01-16,R40,24.756
2026-01-16,R50,47.898
2026-01-23,NUS,423.754
2026-01-23,R10,7.274
2026-01-23,R20,108.036
2026-01-23,R30,237.891
2026-01-23,R40,23.712
2026-01-23,R50,46.841
2026-01-30,NUS,420.299
2026-01-30,R10,7.166
2026-01-30,R20,105.757
2026-01-30,R30,236.562
2026-01-30,R40,23.724
2026-01-30,R50,47.09
2026-02-06,NUS,428.829
2026-02-06,R10,7.949
2026-02-06,R20,106.469
2026-02-06,R30,242.4
2026-02-06,R40,23.938
2026-02-06,R50,48.073
2026-02-13,NUS,419.815
2026-02-13,R10,7.457
2026-02-13,R20,106.512
2026-02-13,R30,234.299
2026-02-13,R40,23.895
2026-02-13,R50,47.652
2026-02-20,NUS,435.804
2026-02-20,R10,8.31
2026-02-20,R20,107.242
2026-02-20,R30,248.22
2026-02-20,R40,24.018
2026-02-20,R50,48.014
2026-02-27,NUS,439.279
2026-02-27,R10,9.081
2026-02-27,R20,108.282
2026-02-27,R30,250.446
2026-02-27,R40,24.424
2026-02-27,R50,47.047
2026-03-06,NUS,443.103
2026-03-06,R10,8.039
2026-03-06,R20,109.038
2026-03-06,R30,257.352
2026-03-06,R40,24.463
2026-03-06,R50,44.212
2026-03-13,NUS,449.259
2026-03-13,R10,8.355
2026-03-13,R20,109.954
2026-03-13,R30,260.245
2026-03-13,R40,25.155
2026-03-13,R50,45.55
2026-03-20,NUS,456.185
2026-03-20,R10,8.683
2026-03-20,R20,112.451
2026-03-20,R30,265.907
2026-03-20,R40,25.235
2026-03-20,R50,43.908
2026-03-27,NUS,461.636
2026-03-27,R10,8.054
2026-03-27,R20,113.989
2026-03-27,R30,268.607
2026-03-27,R40,25.508
2026-03-27,R50,45.477
2026-04-03,NUS,464.717
2026-04-03,R10,8.265
2026-04-03,R20,114.611
2026-04-03,R30,271.274
2026-04-03,R40,25.371
2026-04-03,R50,45.196
2026-04-10,NUS,463.804
2026-04-10,R10,7.712
2026-04-10,R20,112.387
2026-04-10,R30,271.014
2026-04-10,R40,25.816
2026-04-10,R50,46.875
2026-04-17,NUS,465.729
2026-04-17,R10,7.855
2026-04-17,R20,113.834
2026-04-17,R30,272.136
2026-04-17,R40,26.252
2026-04-17,R50,45.651
2026-04-24,NUS,459.495
2026-04-24,R10,7.609
2026-04-24,R20,114.403
2026-04-24,R30,266.087
2026-04-24,R40,26.1
2026-04-24,R50,45.297
2026-05-01,NUS,457.182
2026-05-01,R10,8.462
2026-05-01,R20,112.064
2026-05-01,R30,264.101
2026-05-01,R40,25.852
2026-05-01,R50,46.703
2026-05-08,NUS,452.876
2026-05-08,R10,7.692
2026-05-08,R20,111.215
2026-05-08,R30,263.16
2026-05-08,R40,25.557
2026-05-08,R50,45.252
2026-05-15,NUS,445.013
2026-05-15,R10,7.683
2026-05-15,R20,108.509
2026-05-15,R30,259.165
2026-05-15,R40,25.849
2026-05-15,R50,43.807
2026-05-22,NUS,441.686
2026-05-22,R10,8.6
2026-05-22,R20,103.794
2026-05-22,R30,259.157
2026-05-22,R40,25.428
2026-05-22,R50,44.708
2026-05-29,NUS,433.712
2026-05-29,R10,8.137
2026-05-29,R20,102.952
2026-05-29,R30,252.5
2026-05-29,R40,24.397
2026-05-29,R50,45.726
2026-06-05,NUS,426.485
2026-06-05,R10,7.816
2026-06-05,R20,102.314
2026-06-05,R30,248.644
2026-06-05,R40,23.858
2026-06-05,R50,43.853
2026-06-12,NUS,418.222
2026-06-12,R10,7.892
2026-06-12,R20,97.804
2026-06-12,R30,243.814
2026-06-12,R40,23.512
2026-06-12,R50,45.2
